,id,key,title,excerpt,matched_title,description,thumbnail
541,1860558,Periods_in_Western_art_history,Periods in Western art history,"Imagists United States Art informel mid-1940s – 1950s Outsider art (Art brut) mid-1940s, United Kingdom/United States Contemporary art – 1946–present Note:",,List of western art periods,
542,1230235,Art_of_the_United_Kingdom,Art of the United Kingdom,"considerable impact on Contemporary art, especially with figurative work, and Britain remains a key centre of an increasingly globalized art world.[citation",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 116, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Thomas_Gainsborough_-_Mr_and_Mrs_Andrews.jpg/200px-Thomas_Gainsborough_-_Mr_and_Mrs_Andrews.jpg'}"
543,17160233,National_Museum_of_Contemporary_Art,National Museum of Contemporary Art,"National Museum of Contemporary Art may refer to: National Museum of Contemporary Art, Athens (Greece) National Museum of Contemporary Art (Portugal) National",,Topics referred to by the same term,
544,10739763,Museum_of_Contemporary_Art_Toronto_Canada,Museum of Contemporary Art Toronto Canada,"The Museum of Contemporary Art Toronto Canada (MOCA), formerly known as the Museum of Contemporary Canadian Art (MOCCA), is a museum and art gallery in Toronto",,"Art museum in Toronto, Ontario","{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 130, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Museum_contemporany_art_logo.png/200px-Museum_contemporany_art_logo.png'}"
545,2130,Aesthetics,Aesthetics,"historical-ontological condition for the production of contemporary art in general ..."". Osborne noted that contemporary art is 'post-conceptual' in a public lecture",,"Branch of philosophy dealing with the nature of art, beauty, and taste","{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Paintings_Exhibition_D.A.R._Alexey_Khatskevich_Y-Gallery_5.09.2013_22.JPG/200px-Paintings_Exhibition_D.A.R._Alexey_Khatskevich_Y-Gallery_5.09.2013_22.JPG'}"
546,3223904,Australian_Centre_for_Contemporary_Art,Australian Centre for Contemporary Art,"The Australian Centre For Contemporary Art (ACCA) is a contemporary art gallery in Melbourne, Australia. The gallery is located on Sturt Street in the",,"Contemporary art museum in Victoria, Australia","{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Australian_Center_of_Contemporary_Art_%28ACCA%29-_Entrance.JPG/200px-Australian_Center_of_Contemporary_Art_%28ACCA%29-_Entrance.JPG'}"
547,320711,Robert_Mapplethorpe,Robert Mapplethorpe,"ATM Contemporary Art Gallery, Mito, Japan; The Museum of Modern Art, Kamakura, Japan; Nagoya City Art Museum, Nagoya, Japan; The Museum of Modern Art, Shiga",,American photographer (1946–1989),"{'mimetype': 'image/jpeg', 'size': None, 'width': 199, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/en/thumb/4/4c/Robert_Mapplethorpe%2C_Self-portrait%2C_1980.jpg/199px-Robert_Mapplethorpe%2C_Self-portrait%2C_1980.jpg'}"
548,4941114,Museum_of_Contemporary_Art_Tokyo,Museum of Contemporary Art Tokyo,"The Museum of Contemporary Art Tokyo (東京都現代美術館, Tōkyō-to Gendai Bijutsukan) is a contemporary art museum in Koto, Tokyo, Japan. The museum is located",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 172, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Museum_of_Contemporary_Art_Tokyo_2009.jpg/200px-Museum_of_Contemporary_Art_Tokyo_2009.jpg'}"
549,1636835,Contemporary_Art_Museum,Contemporary Art Museum,Contemporary Art Museum may refer to: A museum whose emphasis is primarily or exclusively dedicated to Contemporary art Specific institutions include:,,Topics referred to by the same term,
550,32587,Veganism,Veganism,"diet or philosophy is known as a vegan. Distinctions may be made between several categories of veganism. Dietary vegans, also known as ""strict vegetarians""",,Practice of abstaining from the use of animal products,"{'mimetype': 'image/svg+xml', 'size': 4454, 'width': 200, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Vegan_friendly_icon.svg/200px-Vegan_friendly_icon.svg.png'}"
551,4125858,Mary_McCartney,Mary McCartney,"Green Monday, a cook book author, and is the host for the Discovery+ vegan cooking show, Mary McCartney Serves It Up. She is a daughter of musician and",,British photographer,
552,67581934,Joanne_Lee_Molinaro,Joanne Lee Molinaro,"and vegan author and blogger. Widely known as the Korean Vegan, Molinaro started her food blog in 2016, and began posting videos of her cooking and life",,"American attorney, food blogger, and author",
553,63765801,Tabitha_Brown_(actress),Tabitha Brown (actress),"March 2020, she created a TikTok account on which she began sharing vegan recipes, cooking tips, family moments, and encouraging advice, amassing 2 million",,American actress and internet celebrity (born 1979),"{'mimetype': 'image/jpeg', 'size': None, 'width': 149, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Tabitha_Brown_2013.jpg/149px-Tabitha_Brown_2013.jpg'}"
554,64786554,Gaz_Oakley,Gaz Oakley,"the YouTube star of vegan cooking "". Daily Telegraph. Accessed 8 August 2020. ""Gaz Oakley's Story | About Avant-Garde Vegan"". Vegan Life. Turnbull, Tony",,"British vegan chef and cookbook author from Cardiff, Wales",
555,641274,Raw_foodism,Raw foodism,"A vegan cake is still a cake, vegan syrups are adding sugar and vegan foods often contain the same calories as non-vegan foods."" and ""May not damage your",,Diet of uncooked and unprocessed food,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Kotohira-kadan23n4500.jpg/200px-Kotohira-kadan23n4500.jpg'}"
556,47001349,Aquafaba,Aquafaba,"foaming capabilities. Around the same time, vegan food enthusiast Goose Wohlt discovered that the cooking liquid can replace egg white without the need",,"Residual water from cooking legumes, used in recipes to substitute egg whites","{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 113, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Aquafaba_from_White_Beans.jpg/200px-Aquafaba_from_White_Beans.jpg'}"
557,3773672,Christine_Elise,Christine Elise,"maintains a food porn blog called Delightful-Delicious-Delovely and a vegan cooking show on YouTube.[citation needed] According to his 2014 book, Jason",,American actress,"{'mimetype': 'image/jpeg', 'size': None, 'width': 133, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Christine_Elise_Mccarthy_in_a_plain_dress.jpg/133px-Christine_Elise_Mccarthy_in_a_plain_dress.jpg'}"
558,39158653,Egg_substitutes,Egg substitutes,"in cooking and baking. Common reasons a cook may choose to use an egg substitute instead of egg(s) include having an egg allergy, adhering to a vegan diet",,Food products which can be used to replace eggs in cooking and baking,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 113, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/7/77/An_omelette_prepared_with_egg_substitute.jpg/200px-An_omelette_prepared_with_egg_substitute.jpg'}"
559,1966993,Mathew_Pritchard,Mathew Pritchard,"2017). ""Dirty Sanchez star Pritchard launches online vegan cooking show"". walesonline. ""A brand new vegan cookery show is set to air on the BBC"". veganfoodandliving",,Welsh skateboarder and stunt performer (born 1973),"{'mimetype': 'image/jpeg', 'size': None, 'width': 130, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Matthew_Pritchard_2015_-2.jpg/130px-Matthew_Pritchard_2015_-2.jpg'}"
560,703188,List_of_vegans,List of vegans,"Veganism involves following a vegan diet, which is a diet that includes no animal products of any kind. It can extend to ethical veganism which avoids",,,
561,12328347,Go_Vegan,Go Vegan,"events and vegan cooking recipes. It also features interviews with celebrity, expert and activist guests and community leaders. Go Vegan debuted in its",,,
562,67946850,Black_veganism,Black veganism,"example of the appropriation and exotification of Black vegan cooking is in the popular vegan cooking blog, Thug Kitchen. This blog written in a style ""borrowed",,Socio-political philosophy in the United States,"{'mimetype': 'image/jpeg', 'size': None, 'width': 145, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Aph_Ko_20160325-3412.jpg/145px-Aph_Ko_20160325-3412.jpg'}"
563,62937190,BOSH!,BOSH!,"their ITV1 show Living on the Veg. The 10-part series was ITV's first vegan cooking programme, and featured a series of recipes cooked by Firth and Theasby",,"Vegan chefs from Sheffield, United Kingdom",
564,4462109,Isa_Chandra_Moskowitz,Isa Chandra Moskowitz,"Isa Chandra Moskowitz is an American vegan chef, cookbook author, former host of the vegan community access cooking show Post Punk Kitchen, and restaurateur",,American food writer,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/IsaMoskowitz.jpg/200px-IsaMoskowitz.jpg'}"
565,50728602,Attila_Hildmann,Attila Hildmann,Attila Klaus-Peter Hildmann (born 22 April 1981) is a German-Turkish vegan cookbook author and far-right conspiracy theorist. He has described himself,,German vegan cookbook author,"{'mimetype': 'image/jpeg', 'size': None, 'width': 121, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Attila_Hildmann_2020_%28cropped%29.jpg/121px-Attila_Hildmann_2020_%28cropped%29.jpg'}"
566,55994101,Vegan_Black_Metal_Chef,Vegan Black Metal Chef,"Manowitz, better known as Vegan Black Metal Chef, (Tampa, 1981?) is a cook, YouTuber and musician that uploads into YouTube cooking recipes videos with black",,,
567,824148,Veggie_burger,Veggie burger,"kinds of veggie burgers, including the vegetarian McVeggie and the vegan McVegan, are also served permanently in McDonald's restaurants in: India (McVeggie",,Hamburger-like patty made from non-meat protein,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/%D7%94%D7%9E%D7%91%D7%95%D7%A8%D7%92%D7%A8_%D7%98%D7%91%D7%A2%D7%95%D7%A0%D7%99.jpg/200px-%D7%94%D7%9E%D7%91%D7%95%D7%A8%D7%92%D7%A8_%D7%98%D7%91%D7%A2%D7%95%D7%A0%D7%99.jpg'}"
568,47270265,Vegan_cheese,Vegan cheese,"Vegan cheese is a category of non-dairy, plant-based cheese analogues. Vegan cheeses range from soft fresh cheeses to aged and cultured hard grateable",,Cheese-like substance made without animal products,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 113, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Vegan_Cheese_Happy_Cheese_Cashew_2.jpg/200px-Vegan_Cheese_Happy_Cheese_Cashew_2.jpg'}"
569,8271014,John_Joseph_(singer),John Joseph (singer),"Village Voice. Bloodclot! on Myspace (Official Bloodclot! MySpace page) John Joseph on Instagram HARD TRUTH, John Joseph's vegan cooking channel on YouTube",,American musician,"{'mimetype': 'image/jpeg', 'size': None, 'width': 133, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/John_Joseph_Gwar_B-Q_2015.jpg/133px-John_Joseph_Gwar_B-Q_2015.jpg'}"
570,5696381,Pan_bagnat,Pan bagnat,"D.; Black, G. (2010). The Veganopolis Cookbook: A Manual for Great Vegan Cooking. Perseus Books Group. p. 125. ISBN 978-1-57284-674-6. Retrieved May",,"Specialty sandwich in the Nice area, France","{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Pan-bagnat002.jpg/200px-Pan-bagnat002.jpg'}"
571,54454917,Jeong_Kwan,Jeong Kwan,"Cooking Way"". Sha Wellness Clinic. 30 January 2019. Retrieved 2 February 2020. Thompson, Jonathan (9 October 2016). ""Zen and the art of Korean vegan cooking""",,Buddhist monk and chef,
572,9138334,Ashure,Ashure," 2017. Hayden, Georgina (2022). Nistisima: The secret to delicious vegan cooking from the Mediterranean and beyond. London, England: Bloomsbury Publishing",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/A%C5%9Fure.jpg/200px-A%C5%9Fure.jpg'}"
573,35591890,Louis_Cole_(YouTuber),Louis Cole (YouTuber),"subscribers as of 28 May 2017. In 2019, Louis restarted his FoodForLouis as a Vegan cooking channel. Louis Cole has a social media travel management agency brand",,Filmmaker and YouTube personality,"{'mimetype': 'image/jpeg', 'size': None, 'width': 155, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Louis_Cole_by_Gage_Skidmore.jpg/155px-Louis_Cole_by_Gage_Skidmore.jpg'}"
574,7754556,Jane_Velez-Mitchell,Jane Velez-Mitchell,"vegan festivals, animal rights conferences, organizations, vegan restaurants and cooking. The videos originate on the Velez-Mitchell's Facebook page",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 150, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Jane_Velez-Mitchell_-_Red_Porsche_-_Pride_Parade_2010_2.jpg/150px-Jane_Velez-Mitchell_-_Red_Porsche_-_Pride_Parade_2010_2.jpg'}"
575,4462807,Post_Punk_Kitchen,Post Punk Kitchen,The Post Punk Kitchen is a vegan cooking show that aired on Brooklyn and Manhattan public-access television cable TV from 2003 to 2005. The shows were,,American vegan television cooking program,
576,31232050,Chloe_Coscarelli,Chloe Coscarelli,"Berkeley, where she discovered her love for cooking. A summer internship at Millennium, a gourmet vegan restaurant located in San Francisco, led to a",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 162, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Chloe_Coscarelli.jpg/162px-Chloe_Coscarelli.jpg'}"
577,57023699,YouTube_headquarters_shooting,YouTube headquarters shooting,"strange workout video clips, graphic [anti-]animal abuse videos and vegan cooking tutorials. San Francisco General Hospital and Stanford University Medical",,"2018 shooting at the YouTube headquarters in San Bruno, California, U.S.","{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 112, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/901_Cherry_Avenue.jpg/200px-901_Cherry_Avenue.jpg'}"
578,293037,Tempeh,Tempeh,"Beverly Lynn; Sammartano, Ray (2008). The Complete Idiot's Guide to Vegan Cooking. Penguin. p. 17. ISBN 9781592577705. Retrieved 6 May 2011. Dragonwagon",,"Soy product from Indonesia, used as protein source","{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Tempeh_%288681605421%29.jpg/200px-Tempeh_%288681605421%29.jpg'}"
579,41994788,Vegan_Congress,Vegan Congress,"Website Remy Scalza, FREE VEGAN FOOD TASTING AND COOKING DEMO IN VANCOUVER, Inside Vancouver, Jan 20, 2014 Stephen Hui, Vegan Congress takes form at Emily",,,
580,21755097,American_Vegan_Society,American Vegan Society,"cooking classes, gourmet vegan dinners by culinary students, encouraging culinary students to learn vegan cooking by hosting events with only vegan food",,American nonprofit organization,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 111, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/en/thumb/2/20/American_Vegan_Society_logo.png/200px-American_Vegan_Society_logo.png'}"
581,636275,Vegetarian_Society,Vegetarian Society,Vegetarian Society Cookery School runs leisure classes in vegetarian and vegan cooking. It works alongside various charities and community groups to deliver,,British registered charity established in 1847,"{'mimetype': 'image/svg+xml', 'size': 10165, 'width': 200, 'height': 115, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/en/thumb/9/94/Vegetarian_Society_logo.svg/200px-Vegetarian_Society_logo.svg.png'}"
582,43745715,Onion_gravy,Onion gravy,"mash, hot dogs, and French fries, among others. Vegan onion gravy also exists, which may use seitan cooking broth in its preparation. Premade mixes and formulations",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Sausage_and_mash_with_onion_gravy.jpg/200px-Sausage_and_mash_with_onion_gravy.jpg'}"
583,217530,Quorn,Quorn,"binder, and then is adjusted in texture and pressed into various forms. A vegan formulation also exists that uses potato protein as a binder instead of",,Meat substitute based on mycoprotein,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Cordon_bleu_Quorn_02.jpg/200px-Cordon_bleu_Quorn_02.jpg'}"
584,6946102,Vegetarianism_by_country,Vegetarianism by country,"Vegetarian and vegan dietary practices vary among countries. Differences include food standards, laws, and general cultural attitudes toward vegetarian",,Vegetarian & vegan dietary practices in various countries,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 148, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Rajasthanthali.jpg/200px-Rajasthanthali.jpg'}"
585,21090673,IHM_Delhi,IHM Delhi,"the world. IHMCTAN at Pusa had already been experimenting with vegan cooking through ""vegan months"" and sustainability practices such as rainwater harvesting",,,
586,1067627,World_Vegan_Day,World Vegan Day,World Vegan Day is an annual event celebrated by vegans around the world every 1 November. The benefits of veganism for humans and the natural environment,,,"{'mimetype': 'image/png', 'size': None, 'width': 184, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/World_Vegan_Day_Logo.png/184px-World_Vegan_Day_Logo.png'}"
587,63049600,Miyoko_Schinner,Miyoko Schinner,"eating vegan in the mid-1980s. During the 1990s, she taught vegan cooking classes, and in 1991 The Book Publishing Company published her first vegan cookbook",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 187, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Miyoko_Schinner_at_Animal_Equality_Gala_2017.jpg/187px-Miyoko_Schinner_at_Animal_Equality_Gala_2017.jpg'}"
588,4936684,Boston_Vegetarian_Society,Boston Vegetarian Society,and monthly free educational seminars. Their New Year's banquet and vegan cooking classes were reported to be particularly popular. BVS provides education,,US educational organization,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 105, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/en/thumb/d/d6/Boston_Vegetarian_Society_logo.png/200px-Boston_Vegetarian_Society_logo.png'}"
589,31567432,Beverly_Lynn_Bennett,Beverly Lynn Bennett,"Gluten-Free Vegan Cooking (Alpha Books, 2011) The Complete Idiot's Guide to Vegan Slow Cooking (Alpha Books, 2012) The Complete Idiot's Guide to Vegan Living",,American chef,
590,8412666,Vegetarian_hot_dog,Vegetarian hot dog,Mountains began selling a vegan hot dog in London. The Nathan's Famous hot dog stands in New York City began selling vegan hot dogs in 2021. The hot dog,,Hot dog made with plant-based ingredients,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 141, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Germanvegetariansausage.jpg/200px-Germanvegetariansausage.jpg'}"
591,77208,English_cuisine,English cuisine,"English cuisine encompasses the cooking styles, traditions and recipes associated with England. It has distinctive attributes of its own, but also shares",,Culinary traditions of England,"{'mimetype': 'image/jpeg', 'size': None, 'width': 160, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Tea_at_the_Rittenhouse_Hotel.jpg/160px-Tea_at_the_Rittenhouse_Hotel.jpg'}"
592,25115382,Sarma_Melngailis,Sarma Melngailis,"the owner and co-founder of Pure Food and Wine and One Lucky Duck, both vegan raw food restaurants in New York City. Both businesses closed in 2016 after",,American restaurateur (born 1972),
593,60914274,List_of_vegan_media,List of vegan media,This list contains media that discuss vegan messages and ideas. They generally involve the discussion of the vegan philosophy and diet in relation to ethics,,,
594,53647957,Candice_Hutchings,Candice Hutchings,"2 – Very Vegan Recipes"". Very Vegan Recipes. May 6, 2015. Retrieved March 31, 2017. ""20 Vegan Cooking Channels to Follow on Youtube"". Vegan Enthusiasts",,"Canadian YouTube personality, vegan chef, comedian, and author","{'mimetype': 'image/jpeg', 'size': None, 'width': 133, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Candice_Hutchings_aka_The_Edgy_Veg.jpg/133px-Candice_Hutchings_aka_The_Edgy_Veg.jpg'}"
595,657129,Stock_(food),Stock (food),"Stock, sometimes called bone broth, is a savory cooking liquid that forms the basis of many dishes – particularly soups, stews, and sauces. Making stock",,Savory cooking liquid,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 140, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Making_stock_for_pho_bo.jpg/200px-Making_stock_for_pho_bo.jpg'}"
596,409105,Vegan_organic_agriculture,Vegan organic agriculture,Vegan organic (or veganic) agriculture is the organic production of food and other crops with minimal animal inputs. Vegan organic agriculture is the organic,,Organic agriculture with minimal animal products,
597,53757972,List_of_vegetarian_and_vegan_companies,List of vegetarian and vegan companies,This is a list of vegetarian and vegan companies that do not use animal products or animal-based products in their goods. Such companies include food,,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 115, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Veganz%2C_Schivelbeiner_Stra%C3%9Fe_34%2C_Berlin%2C_June_2012.jpg/200px-Veganz%2C_Schivelbeiner_Stra%C3%9Fe_34%2C_Berlin%2C_June_2012.jpg'}"
598,846148,Plant-based_diet,Plant-based diet," fruits, whole grains, legumes, nuts and seeds. They do not need to be vegan or vegetarian but are defined in terms of low frequency of animal food consumption",,Diet consisting mostly or entirely of plant-based foods,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 139, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Plant-Based_Dishes%2C_Raw_Food_%2829103285347%29.jpg/200px-Plant-Based_Dishes%2C_Raw_Food_%2829103285347%29.jpg'}"
599,56524982,Kino_MacGregor,Kino MacGregor,"Yoga Network - Online Yoga Videos, FREE Yoga Challenges, Meditation, Vegan Cooking and Yogi Lifestyle TV"". omstars.com. Retrieved 2019-03-19. ""DVDs/CDs",,,
600,19918814,Landscape_photography,Landscape photography,"Landscape photography shows the spaces within the world, sometimes vast and unending, but other times microscopic. Landscape photographs typically capture",,Photography genre,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 160, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Adams_The_Tetons_and_the_Snake_River.jpg/200px-Adams_The_Tetons_and_the_Snake_River.jpg'}"
601,6871493,Nature_photography,Nature photography,"Nature photography is a wide range of photography taken outdoors and devoted to displaying natural elements such as landscapes, wildlife, plants, and",,Photography genre,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 134, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Altja_j%C3%B5gi_Lahemaal.jpg/200px-Altja_j%C3%B5gi_Lahemaal.jpg'}"
602,2663284,Golden_hour_(photography),Golden hour (photography),"Hour Photography: A Landscape Photographer's Guide"". Nature TTL. Retrieved 2020-05-14. ""35 Best Sunset Photography Tips and Ideas - PhotographyAxis"".",,First and last hour of sunlight during the day,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Newbury_Racecourse_Road.jpg/200px-Newbury_Racecourse_Road.jpg'}"
603,205135,Landscape,Landscape,"definition of a landscape photograph is broad, and may include urban settings, industrial areas, and nature photography. Notable landscape photographers",,Visible features of a land area,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Cumulus_Clouds_over_Yellow_Prairie2.jpg/200px-Cumulus_Clouds_over_Yellow_Prairie2.jpg'}"
604,13078153,Conceptual_photography,Conceptual photography,"Conceptual photography is a type of photography that illustrates an idea. There have been illustrative photographs made since the medium's invention, for",,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 188, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Hippolyte_Bayard_-_Drownedman_1840.jpg/200px-Hippolyte_Bayard_-_Drownedman_1840.jpg'}"
605,4692870,Page_orientation,Page orientation,"edited, the concepts of ""portrait"" and ""landscape"" orientation can also be used to describe video and photography display options (where the concept of",,,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 130, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/24/800x518_smartphone_portrait_vs_landscape_orientation.png/200px-800x518_smartphone_portrait_vs_landscape_orientation.png'}"
606,23604,Photography,Photography,wedding photography: photographs made and sold directly to the end user of the images. Landscape photography depicts locations. Wildlife photography demonstrates,,Creating images by recording light,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Winterswijk_%28NL%29%2C_Woold%2C_Boven_Slinge_--_2014_--_3170.jpg/200px-Winterswijk_%28NL%29%2C_Woold%2C_Boven_Slinge_--_2014_--_3170.jpg'}"
607,195698,Wide-angle_lens,Wide-angle lens,"the photograph, which is useful in architectural, interior and landscape photography where the photographer may not be able to move farther from the",,Type of lens,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Canon_17-40_f4_L_lens.jpg/200px-Canon_17-40_f4_L_lens.jpg'}"
608,194113,Collodion_process,Collodion process,century. The use of the dry form was therefore mostly confined to landscape photography and other special applications where minutes-long exposure times,,Early photographic technique,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/A%C3%B1o_1867%2C_negativo_de_vidrio_al_colodi%C3%B3n%2C_vista_de_Gerona_o_Girona%2C_Fototeca_del_IPCE%2C_Spain.JPG/200px-A%C3%B1o_1867%2C_negativo_de_vidrio_al_colodi%C3%B3n%2C_vista_de_Gerona_o_Girona%2C_Fototeca_del_IPCE%2C_Spain.JPG'}"
609,1359329,Landscape_painting,Landscape painting,"Landscape painting, also known as landscape art, is the depiction of natural scenery such as mountains, valleys, trees, rivers, and forests, especially",,Depiction of landscapes in art,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 124, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Crossing_the_River_Styx.jpg/200px-Crossing_the_River_Styx.jpg'}"
610,5587936,Tilt–shift_photography,Tilt–shift photography,"lenses are frequently used in architectural photography to control perspective, and in landscape photography to get an entire scene sharp. Some photographers",,Camera technique,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 133, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Hong_Kong_Peak_Tilt_Shift_Lens.jpg/200px-Hong_Kong_Peak_Tilt_Shift_Lens.jpg'}"
611,84317,Ansel_Adams,Ansel Adams,"ISBN 978-0-240-81625-8. Frye, Michael (February 9, 2010). ""Zone System for Landscape Photography"". Outdoor Photographer. Retrieved March 5, 2019. ""Adams, Ansel Easton""",,American photographer and environmentalist (1902–1984),"{'mimetype': 'image/jpeg', 'size': None, 'width': 158, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Ansel_Adams_and_camera.jpg/158px-Ansel_Adams_and_camera.jpg'}"
