topic,keyword,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,vertigo,"(This case study was added to OER Commons as one of a batch of over 700. It has relevant information which may include medical imagery, lab results, and history where relevant. A link to the final diagnosis can be found at the end of the case study for review. The first paragraph of the case study -- typically, but not always the clinical presentation -- is provided below.)In 1995, at the age of 29, a woman presented with headache and visual disturbances. She was found to have a capillary hemangioblastoma of the brainstem, which was then resected and pathologically confirmed. The diagnosis of von Hippel-Lindau disease was suspected at this time. One year later, she presented with worsening headache, nausea, vertigo, photophobia, and episodes of unresponsiveness. CT and MRI revealed a 4 cm mass in the right cerebellar hemisphere with effacement and displacement of the fourth ventricle. A VP shunt was placed semi-emergently, and two days later she underwent a second craniotomy for tumor resection. The diagnosis of hemangioblastoma was once again confirmed. In 2004, follow-up MRI of the brain and spine revealed multiple brainstem and cervical and thoracic cord lesions consistent with hemangioblastomas. An abdominal scan showed cystic kidneys with bilateral enhancing heterogeneous renal masses, suspicious for malignancy, as well as multiple pancreatic cysts and a paraaortic nodule of possible left adrenal origin; however a bone scan was normal. It is unclear whether or not the patient was treated for the presumed renal cell carcinoma at this time. In 2007, the then 41-year-old patient presented with a three-day history of falls and disequilibrium, progressive quadriparesis and difficulty swallowing. An MRI of the brain was performed. Axial T2 (Figure 1) and contrast enhanced T1-weighted (Figure 2) images showed a partially cystic (thick arrow) enhancing cerebellar mass, dorsal to the fourth ventricle. Extensive T2 hyperintensity was present in the pons, medulla (thin arrows) and middle cerebellar peduncles. Sagittal unenhanced (Figure 3) and contrast enhanced (Figure 4) T1-weighted images showed a markedly enhancing (black arrowhead) solid mass inferior to the fourth ventricle. Nodular leptomeningeal enhancement on the anterior surface of the pons was consistent with a leptomeningeal tumor. The patient underwent a posterior fossa craniotomy with gross total resection of the mass in April 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,vertigo,"(This case study was added to OER Commons as one of a batch of over 700. It has relevant information which may include medical imagery, lab results, and history where relevant. A link to the final diagnosis can be found at the end of the case study for review. The first paragraph of the case study -- typically, but not always the clinical presentation -- is provided below.)A 24 year-old white right handed woman with an otherwise unremarkable medical and family history was admitted with vertigo, hiccups, intractable vomiting, gait unsteadiness and oscillopsia that developed gradually over 9 months. Although initially relapsing and remitting, her manifestations became persistent approximately one month prior to her admission. Neurological examination revealed periodic alternating nystagmus, gait ataxia and bilaterally brisk tendon reflexes in upper and lower extremities and a right extensor plantar reflex. On admission brain MRI there were several lesions with increased T2/FLAIR (Fig. 1BCD) and low T1 signal including a space-occupying lesion in the left half of the pons, extending into the left middle cerebellar peduncle, the medulla and the lower mesencephalic tectum (Fig.1A). Lesions did not exhibit gadolinium enhancement (Fig.1A) but showed restricted diffusion in diffusion-weighted sequences (Fig.1E). Spinal cord MRI was normal. CSF analysis on admission and two months later showed normal cell counts and glucose levels, increased protein (83mg/dL and 90mg/dL, respectively), normal IgG index and no oligoclonal bands. CSF flow cytometric analysis was within normal values and CSF cytology was negative for neoplastic cells in both occasions. Full blood counts, biochemistry, serum LDH, thyroid studies, coagulation profiles, ESR, CRP, autoimmune antibody screening including anti-AQP IV antibodies, plasma folate and B12 vitamin levels, plasma protein immunoelectrophoresis, complement levels, urine analysis and serology for hepatitis and HIV were normal. Bone marrow biopsy and contrast-enhanced whole body CT, upper and lower endoscopy and abdominal ultrasonography were unremarkable. Fundoscopy and slit-lamp examination were also unremarkable. Upon magnetic resonance spectroscopy findings suggestive of tumefactive demyelinating lesions, the patient was treated with two monthly courses of mitoxantrone with no apparent clinical benefit and expansion of lesions on MRI, yet still without gadolinium enhancement. A month after the second course of mitoxantrone she developed dysphagia, voice hoarseness and cachexia. Neurological examination revealed left abducens palsy, pathological left-sided cerebellar tests in addition to previous findings and posterior laryngoscopy showed left vocal cord paresis. A new CSF analysis revealed a raised protein level (130mg/dL) with normal cell counts and glucose. CSF cytology, oligoclonal bands were negative and flow cytometric analysis was within normal ranges. A new brain MRI indicated enlargement of pre-existing lesions with peripheral gadolinium enhancement of the brainstem space-occupying lesion (Fig.1F). Stereotactic biopsy of the brainstem lesion was performed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,vertigo,"Psychology is designed to meet scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research. The text also includes coverage of the DSM-5 in examinations of psychological disorders. Psychology incorporates discussions that reflect the diversity within the discipline, as well as the diversity of cultures and communities across the globe.Senior Contributing AuthorsRose M. Spielman, Formerly of Quinnipiac UniversityContributing AuthorsKathryn Dumper, Bainbridge State CollegeWilliam Jenkins, Mercer UniversityArlene Lacombe, Saint Joseph's UniversityMarilyn Lovett, Livingstone CollegeMarion Perlmutter, University of Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Mirage,"This video segment from the Science and Technology Chat series focuses on dolphin pregnancy, birth, and care of the young, and features Atlantic bottlenose dolphins living in captivity at the Mirage Resort Dolphin Habitat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Mirage,"In this activity about light and reflection, learners use a special device called a Mirage Maker䋢 to create an illusion. What they perceive as an object is really an image in space, created by two concave mirrors. Learners will be surprised when they try to grab the object on the mirror and there's nothing there! Activity includes a light-ray diagram to help explain how the image is created.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"As a hook to a lesson on the Stock Market Crash of 1929, 5th grade students will analyze five items:  two political cartoons, one photograph, one sound excerpt, and one newspaper.  Students will use the Primary Source Analysis tool to record observations, reflections and questions of these five items.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"In this activity we want families to start thinking about the Moon as a real place. There is no right answer to the challenge, although some answers are better than others. The activity helps families to think about the environment on the Moon so they can determine what they would need for survival on the lunar surface. Families pick items from a list provided, those they want to keep to help survive a crash landing on the Moon. Teamwork is essential in this activity since different members of the family may know different things about either the Moon or science. By pooling their knowledge, families are more likely to come up with the best answers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"Crash Course is one of the best ways to educate yourself, your classmates, and your family on YouTube!At Crash Course, we believe that high quality educational videos should be available to everyone for free. The Crash Course team has produced more than 15 courses to date, and these videos accompany high school and college level classes ranging from the humanities to the sciences. Crash Course transforms the traditional textbook model by presenting information in a fast-paced format, enhancing the learning experience.With hundreds of millions of views on our YouTube channel, Crash Course has a worldwide audience in and out of classrooms. While the show is an immensely helpful tool for students and teachers, it also has a large viewership of casual learners who seek out online educational content independently. It has changed attitudes towards education by creating a community of learners who are looking for more than just help passing a test. We hope Crash Course is useful to you, and thanks for watching!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"In which John Green previews the new Crash Course on Navigating Digital Information! We've partnered with MediaWise, The Poynter Institute, and The Stanford History Education Group to teach a course in hands-on skills to evaluate the information you read online. The internet is full of information, a lot of it notably wrong. We're here to arm you with the skills to separate the good stuff from the inaccurate stuff and browse the internet with confidence.Special thanks to our partners from MediaWise who helped create this series:The Poynter InstituteThe Stanford History Education Group (sheg.stanford.edu)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"Let's explore some science and math around why seatbelts work. Check out the career video from Billie Jo Deal, Transportation Safety Coordinator from the Oregon Department of Transportation, about how she works to keep people safe on the roads. Then, in the Discovery Challenge, we build crash models and calculate restraining forces.This lesson introduces NGSS standards, and those standards are listed in the lesson.Videos are part of the Explore Science Club series, an asynchronous online learning program using YouTube videos that connects elementary and middle school students to STEM professionals through hands-on lessons where students explore science and engineering practices related to the highlighted careers. There is an option to use FlipGrid, an online video recording platform for students to share their discoveriesMore info: www.go-stem.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,This chart provides the urls to all of the Crash Course Biology video topics for easy insertion into online biology units or modules.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"The Copyright Crash Course was created by Georgia Harper and is currently maintained by UT Libraries. The Course is arranged into several sections that allow users to explore certain areas of copyright law individually or as a group. The Course was originally created with faculty in mind, but can be used by anyone who is interested in understanding and managing their copyrights.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"By the end of this section, you will be able to:Identify the causes of the stock market crash of 1929Assess the underlying weaknesses in the economy that resulted in America’s spiraling from prosperity to depression so quicklyExplain how a stock market crash might contribute to a nationwide economic disaster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"In this episode of Crash Course Psychology, Hank has a look at that oh so troublesome time in everyone's life: Adolescence! He talks about identity, individuality, and The Breakfast Club.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"Crash Course AP Science: Today Hank explains the skeletal system and why astronauts Scott Kelly and Mikhail Kornienko are out in space studying it. He talks about the anatomy of the skeletal system, including the flat, short, and irregular bones, and their individual arrangements of compact and spongy bone. He'll also cover the microanatomy of bones, particularly the osteons and their inner lamella. And finally he will introduce the process of bone remodeling, which is carried out by crews of osteocytes, osteoblasts, and osteoclasts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"Crash Course Government: So political campaigns are a pretty big deal in the United States. For instance the 2012 presidential election clocked in at the most expensive ever - at around $6 billion dollars! Needless to say, money plays a very big role in American elections. So today, Craig is going to take a look at why we have campaigns in the first place, why the campaign seasons run for so long, and of course why campaigns cost so much.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"In this study by the European Aluminium Association and FKA (Forschungsgesellschaft Kraftfahrwesen Aachen), a concept crash system for 40t trucks is developed based on the front end design used in the ""APROSYS"" study. The concept was built around European safety regulations in CAD software and simulated with an FE model using aluminum and steel. It was found that using an octagon shaped aluminum crush box would be the safest due to its characteristics of low weight, high energy absorption, and low technical complexity. Through additional testing it was also found if EU directive 96/53/EC could be modified to exclude cabin dimensions from its requirements, safer collisions for both parties would result.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"This study was performed by the Institut fur Kraftfahrzeuge for the European Aluminum Association (EAA) to determine vehicle crash strength and stiffness relevance to explore possible weight reduction with high strength steel and aluminum. To determine possible reduction, quantitative values are determined for components using an FE reference model of a compact car and then compared with original equipment manufacturer (OEM) published values. It is found vehicle weight can be reduced by 11% using high strength steel and 40% with high strength aluminum. OEM experts are presented the results and interviewed. They agree with most of the studies conclusions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"In this lesson, students find their location on a map using Latitude and Longitudinal coordinates. They determine where they should go to be rescued and how best to get there.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"Students learn about the physical force of linear momentum movement in a straight line by investigating collisions. They learn an equation that engineers use to describe momentum. Students also investigate the psychological phenomenon of momentum; they see how the ""big mo"" of the bandwagon effect contributes to the development of fads and manias, and how modern technology and mass media accelerate and intensify the effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"Students create graphs comparing the stock market crashes and recoveries from 1929 and 2008. Students analyze the graphs to make conclusions about the risks and benefits of stock investment. Students use the decision making dimensions and their analysis of the data to decide on an investment strategy for the future. This lesson plan was created by a participant of the 2020-21 Decision Education Fellowship, hosted by the Alliance for Decision Education.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,crash,"This online article is from the Museum's Science Explorations, a collaboration between AMNH and Scholastic designed to promote science literacy. Written for students in grades 6-10, this article from Science World magazine has an interview with AMNH astrophysicist Mike Shara, in which he explains what space objects are and what happens when they collide. There are Web links that offer further opportunities for learning about space objects and their collisions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"This case study explores decision-making in high risk settings such as back-country skiing. The scenarios presented have application to many field-based studies where of physical injury or even death may be an outcome in circumstances that have known predictable risks that must be evaluated. Go? or No Go? What factors must be considered to ensure the safety of the group while achieving desired objectives? What are the ethical responsibilities of group leaders and group members in high-risk situations? Recommended readings on high-risk decision making are provided.(Note: this resource was added to OER Commons as part of a batch upload of over 2,200 records. If you notice an issue with the quality of the metadata, please let us know by using the 'report' button and we will flag it for consideration.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"Students learn that wind and storms can form at the boundaries of interacting high and low pressure air masses. They learn the distinguishing features of the four main types of weather fronts (warm fronts, cold fronts, stationary fronts and occluded fronts) and how those fronts are depicted on a surface weather analysis, or weather map. Students also learn several different ways that engineers help with storm prediction, analysis and protection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"Explore slopes of lines and see how slope is represented on the x-y axes. Graph a line with a given slope, use rise over run on the graph grid and determine slope when given the graph of a line.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"Years ago, airline passengers enjoyed more legroom and in-flight extras—for a price. Find out in the November 2018 issue of Page One Economics how deregulation increased competition, lowered prices, and created crowded flights.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"This exhibit was created as part of the graduate course ""Digital Libraries"" in the Library and Information Science program at the University of Denver in Fall 2015.Instructor: Krystyna MatusiakOur chosen topic for the digital collection project was The 10th Mountain Division- Camp Hale. The 10th Mountain Division was a mountain warfare unit that primarily fought on skis. Camp Hale was one of their training sites and is located in Colorado. Our goals with this exhibit were to bring about awareness of the 10th Mountain Division and their connection to Colorado, explore different perspectives of this particular warfare unit, and give wide access to a curated digital exhibit that represents a unique part of Colorado history. We strived to demonstrate the variety of perspectives of Camp Hale through a variation of digital objects and content that will be engaging for all types of users: images, newspaper articles, videos, maps, and text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"In this lesson, students learn about echolocation: what it is and how engineers use it to ""see"" things in the dark, or deep underwater. Also, they learn how animals use echolocation to catch their dinner and travel the ocean waters and skies without running into things.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"After instructing students on basic receiver operation, each student will make many (10-20) position estimates of 3 benchmarks over a week.  The different benchmarks will have different views of the skies or vegetation cover.  Each student will download their data into a spreadsheet and calculate horizontal and vertical errors which are collated into a class spreadsheet.  The positions are sorted by error and plotted in a cumulative frequency plot.  The students are encouraged to discuss the distribution, sources of error, and estimate confidence intervals.  This exercise gives the students a gut feeling for confidence intervals and the accuracy of data.  Students are asked to compare results from different types of data and benchmarks with different views of the sky.Uses online and/or real-time dataHas minimal/no quantitative componentAddresses student fear of quantitative aspect and/or inadequate quantitative skillsAddresses student misconceptions(Note: this resource was added to OER Commons as part of a batch upload of over 2,200 records. If you notice an issue with the quality of the metadata, please let us know by using the 'report' button and we will flag it for consideration.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"Throughout the early twentieth century, women looked to break new ground in ways never before possible, and the sky literally became the limit. As the nation moved into the aviation age, many women saw flying as a way to break out of traditional societal roles. It gave women not just an opportunity for adventure and excitement, but a way to earn a living outside of the home that demanded respect. Aviatrix Ruth Bancroft Law described it, after defeating the cross-country distance record: ""There is an indescribable feeling which one experiences in flying; it comes with no other form of sport or navigation. It takes courage and daring; one must be self-possessed, for there are moments when one's wits are tested to the full. Yet there is an exhilaration that compensates for all one's efforts."" In this exhibition we explore the early history of aviation and the courageous women who took to the skiesaviatrixes who found freedom, broke new ground, and inspired generations of women along the way. This exhibition was created as part of the DPLAs Digital Curation Program by the following students as part of Professor Debbie Rabinas course ""Information Services and Sources"" in the School of Information and Library Science at Pratt Institute: Megan DeArmond, Diana Moronta, Laurin Paradise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Skiing,"Three years before the United States entered World War II, President Roosevelt declared the South to be ""the nation's number one economic problem."" Georgia's economy was distinctly agricultural and low-wage, with little manufacturing compared with states in the North and Midwest. The median family income was nearly half of the national average. One year later, an influx of federal defense money established new industries, such as the Bell Aircraft plant in Marietta, and expanded existing ones, such as the J. A. Jones Construction Company in Brunswick. While 320,000 Georgians served in the United States Armed Forces, tens of thousands of Georgians repaired aircraft, built B-29 bombers, and worked in shipyards at home during the war. Meanwhile, military training was widespread throughout Georgia, occupying its fields as well as skies. Capitalizing on the state's flat coastal region and mild winters, Army airfields were installed in Savannah, Statesboro, Thomasville, and Waycross, and pilots trained in Albany, Augusta, Americus, and Douglas. Thousands of soldiers passed through Fort Benning and Fort Oglethorpe, where members of the Women's Army Corps trained for positions at home and abroad. World War II employment was crucial to the economic development of the state, ushering in the transformation to a modern, industrial, and diverse Georgia. This exhibition was created as part of the DPLA's Public Library Partnerships Project by collaborators from the Digital Library of Georgia and Georgia's public libraries. Exhibition organizers: Mandy Mastrovita and Greer Martin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"A few more examples of exponential decay. Practice calculating k from half-life, and calculating initial mass.  Created by Sal Khan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"An example of the exponential natural response of an RC circuit, with real component values. Created by Willy McAllister.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"We solve the voltage and current of an example LC circuit with given values for L and C, and an initial charge on the capacitor. Created by Willy McAllister.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,This document is an example of an Affirmative case constructed for competitive Inter-collegiate debate within the National Parlimentary Debate Association.  This example seeks to illuminate the way a policy-based case can be constructed by affirmative teams when presented with metaphors as debate topics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,An example problem of finding the final temperature upon the heat exchange of two materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,Examples and quizzes to reinforce understanding of APA and MLA style and formatting. A quiz bank is available in XHTML or Moodle XML format. These can be imported into a learning management system for students to check their understanding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,This is a very simple task created for me to explore OER to later on show it to my student teachers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"Example of an introductory lesson for Case 3 ""Our Communities after COVID-19,""  created by Claire Bruncke, CTE Teacher at Ilwaco High School, Ocean Beach School District. This lesson would be used as a starting point for a larger State of Innovation project or could be used as a stand-alone project to help students practice research skills and developing solution-based questions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"An example solution of an RC step response, with real component values. Created by Willy McAllister.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"A worked example finding the change in the period from the change in angular velocity, and an example finding the change in frequency from the change in angular velocity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"A worked example finding the change in centripetal acceleration from the change in linear speed, and an example finding the change in centripetal acceleration from the change in radius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Example,"Example of an introductory lesson for Case 3 ""Our Communities after COVID-19,""  created by Claire Bruncke, CTE Teacher at Ilwaco High School, Ocean Beach School District. This lesson is uses the Challenge to help students learn about Tuckman's model of team development, and encourages them to create innovative solutions for team development in a post-COVID-19 world",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
